Survey;CellID;Location;Area
10;3309351;Préverenges;Lac
10;100745824;Préverenges;Lac
10;164296533;Préverenges;Lac
10;6637083;Préverenges;Lac
10;23499276;Préverenges;Lac
10;164248889;Préverenges;Lac
10;17029127;Préverenges;Lac
10;4468758;Préverenges;Lac
10;5135366;Préverenges;Lac
10;17055493;Préverenges;Lac
10;104054866;Préverenges;Lac
10;104054866;Préverenges;Lac
10;154972434;Préverenges;Lac
10;5270272;Préverenges;Lac
10;10756108;Préverenges;Lac
10;18919169;Préverenges;Lac
10;4468738;Préverenges;Lac
10;11215369;Préverenges;Lac
10;154973458;Préverenges;Lac
10;4403458;Préverenges;Lac
10;17055490;Préverenges;Lac
10;158035712;Préverenges;Lac
10;154964480;Préverenges;Lac
10;154964489;Préverenges;Lac
10;104127807;Préverenges;Lac
10;104127807;Préverenges;Lac
10;11017225;Préverenges;Lac
10;10380808;Préverenges;Lac
10;104252477;Préverenges;Lac
10;104252477;Préverenges;Lac
10;11138308;Préverenges;Lac
10;10432257;Préverenges;Lac
10;18863720;Préverenges;Lac
11;10210;Préverenges;Lac
11;18968;Préverenges;Lac
11;10886;Préverenges;Lac
11;23341;Préverenges;Lac
11;10209;Préverenges;Lac
11;17397;Préverenges;Lac
11;52305;Préverenges;Lac
11;18957;Préverenges;Lac
11;8993;Préverenges;Lac
11;15613;Préverenges;Lac
11;24263;Préverenges;Lac
11;2344;Préverenges;Lac
11;9877003;Préverenges;Lac
11;6675935;Préverenges;Lac
11;29208820;Préverenges;Lac
11;164252590;Préverenges;Lac
11;3309351;Préverenges;Lac
11;100747102;Préverenges;Lac
11;6637083;Préverenges;Lac
11;164235740;Préverenges;Lac
11;62720707;Préverenges;Lac
11;4468758;Préverenges;Lac
11;17028872;Préverenges;Lac
11;5135366;Préverenges;Lac
11;18827525;Préverenges;Lac
11;17055493;Préverenges;Lac
11;104054866;Préverenges;Lac
11;104054866;Préverenges;Lac
11;154972434;Préverenges;Lac
11;10756108;Préverenges;Lac
11;5135362;Préverenges;Lac
11;4403458;Préverenges;Lac
11;154973458;Préverenges;Lac
11;154964489;Préverenges;Lac
11;158035712;Préverenges;Lac
11;154964480;Préverenges;Lac
11;11021062;Préverenges;Lac
11;104127807;Préverenges;Lac
11;104127807;Préverenges;Lac
11;104252477;Préverenges;Lac
11;104252477;Préverenges;Lac
11;11017225;Préverenges;Lac
11;10380808;Préverenges;Lac
11;108197951;Préverenges;Lac
11;10432257;Préverenges;Lac
11;108197951;Préverenges;Lac
11;18863720;Préverenges;Lac
12;10210;Préverenges;Lac
12;18968;Préverenges;Lac
12;10886;Préverenges;Lac
12;18997;Préverenges;Lac
12;23341;Préverenges;Lac
12;17397;Préverenges;Lac
12;10209;Préverenges;Lac
12;18957;Préverenges;Lac
12;18616;Préverenges;Lac
12;52305;Préverenges;Lac
12;15613;Préverenges;Lac
12;18625;Préverenges;Lac
12;15622;Préverenges;Lac
12;8954;Préverenges;Lac
12;24263;Préverenges;Lac
12;59714;Préverenges;Lac
12;6675935;Préverenges;Lac
12;29208820;Préverenges;Lac
12;3320141;Préverenges;Lac
12;164234411;Préverenges;Lac
12;164252396;Préverenges;Lac
12;3309351;Préverenges;Lac
12;164252445;Préverenges;Lac
12;23507082;Préverenges;Lac
12;100745824;Préverenges;Lac
12;23499276;Préverenges;Lac
12;164248889;Préverenges;Lac
12;4468758;Préverenges;Lac
12;5270276;Préverenges;Lac
12;5135366;Préverenges;Lac
12;17055493;Préverenges;Lac
12;104054866;Préverenges;Lac
12;104054866;Préverenges;Lac
12;154972434;Préverenges;Lac
12;10756108;Préverenges;Lac
12;4403458;Préverenges;Lac
12;4468738;Préverenges;Lac
12;17055490;Préverenges;Lac
12;154973458;Préverenges;Lac
12;11021062;Préverenges;Lac
12;154964489;Préverenges;Lac
12;5248256;Préverenges;Lac
12;154964480;Préverenges;Lac
12;104252477;Préverenges;Lac
12;104252477;Préverenges;Lac
12;11017225;Préverenges;Lac
12;10380808;Préverenges;Lac
12;10432257;Préverenges;Lac
12;108197951;Préverenges;Lac
12;18863720;Préverenges;Lac
12;108197951;Préverenges;Lac
13;10210;Préverenges;Lac
13;23341;Préverenges;Lac
13;10209;Préverenges;Lac
13;10886;Préverenges;Lac
13;17397;Préverenges;Lac
13;52305;Préverenges;Lac
13;23667;Préverenges;Lac
13;12498;Préverenges;Lac
13;15652;Préverenges;Lac
13;2983;Préverenges;Lac
13;24263;Préverenges;Lac
13;27016;Préverenges;Lac
13;9877003;Préverenges;Lac
13;6675219;Préverenges;Lac
13;164252621;Préverenges;Lac
13;29208820;Préverenges;Lac
13;164252396;Préverenges;Lac
13;3309138;Préverenges;Lac
13;100745824;Préverenges;Lac
13;6637083;Préverenges;Lac
13;164296533;Préverenges;Lac
13;23499276;Préverenges;Lac
13;164248889;Préverenges;Lac
13;4468758;Préverenges;Lac
13;17028872;Préverenges;Lac
13;5259269;Préverenges;Lac
13;5135366;Préverenges;Lac
13;17055493;Préverenges;Lac
13;104054866;Préverenges;Lac
13;104054866;Préverenges;Lac
13;5245442;Préverenges;Lac
13;5270272;Préverenges;Lac
13;5135362;Préverenges;Lac
13;4403458;Préverenges;Lac
13;4468738;Préverenges;Lac
13;10756108;Préverenges;Lac
13;154964480;Préverenges;Lac
13;158035712;Préverenges;Lac
13;154964489;Préverenges;Lac
13;104127807;Préverenges;Lac
13;104127807;Préverenges;Lac
13;10380808;Préverenges;Lac
13;5135378;Préverenges;Lac
13;11017225;Préverenges;Lac
13;11138308;Préverenges;Lac
13;10432257;Préverenges;Lac
13;108197951;Préverenges;Lac
13;108197951;Préverenges;Lac
14;10210;Préverenges;Lac
14;23341;Préverenges;Lac
14;18968;Préverenges;Lac
14;10209;Préverenges;Lac
14;10886;Préverenges;Lac
14;17397;Préverenges;Lac
14;15622;Préverenges;Lac
14;52305;Préverenges;Lac
14;15685;Préverenges;Lac
14;15652;Préverenges;Lac
14;2983;Préverenges;Lac
14;24263;Préverenges;Lac
14;41218;Préverenges;Lac
14;9877003;Préverenges;Lac
14;29208820;Préverenges;Lac
14;164252621;Préverenges;Lac
14;6676745;Préverenges;Lac
14;164252396;Préverenges;Lac
14;3309351;Préverenges;Lac
14;100745824;Préverenges;Lac
14;6637083;Préverenges;Lac
14;23466582;Préverenges;Lac
14;164296533;Préverenges;Lac
14;23499276;Préverenges;Lac
14;164248889;Préverenges;Lac
14;4468758;Préverenges;Lac
14;17028872;Préverenges;Lac
14;5135366;Préverenges;Lac
14;104252497;Préverenges;Lac
14;104252497;Préverenges;Lac
14;5245442;Préverenges;Lac
14;154972434;Préverenges;Lac
14;5270272;Préverenges;Lac
14;4468738;Préverenges;Lac
14;17055490;Préverenges;Lac
14;4403458;Préverenges;Lac
14;154973458;Préverenges;Lac
14;10756108;Préverenges;Lac
14;11215369;Préverenges;Lac
14;154964480;Préverenges;Lac
14;11138311;Préverenges;Lac
14;154964489;Préverenges;Lac
14;104127807;Préverenges;Lac
14;104127807;Préverenges;Lac
14;11017225;Préverenges;Lac
14;10432257;Préverenges;Lac
14;18863720;Préverenges;Lac
15;10210;Préverenges;Lac
15;10209;Préverenges;Lac
15;18968;Préverenges;Lac
15;23341;Préverenges;Lac
15;10886;Préverenges;Lac
15;17397;Préverenges;Lac
15;15622;Préverenges;Lac
15;52305;Préverenges;Lac
15;14797;Préverenges;Lac
15;18957;Préverenges;Lac
15;23667;Préverenges;Lac
15;12498;Préverenges;Lac
15;15652;Préverenges;Lac
15;24263;Préverenges;Lac
15;41218;Préverenges;Lac
15;59714;Préverenges;Lac
15;9877003;Préverenges;Lac
15;6675219;Préverenges;Lac
15;29208820;Préverenges;Lac
15;164252396;Préverenges;Lac
15;164252620;Préverenges;Lac
15;164245286;Préverenges;Lac
15;100745824;Préverenges;Lac
15;164296533;Préverenges;Lac
15;6637083;Préverenges;Lac
15;23499276;Préverenges;Lac
15;164248889;Préverenges;Lac
15;17029127;Préverenges;Lac
15;4468758;Préverenges;Lac
15;5135366;Préverenges;Lac
15;17055493;Préverenges;Lac
15;18827522;Préverenges;Lac
15;5270272;Préverenges;Lac
15;4403458;Préverenges;Lac
15;5135362;Préverenges;Lac
15;4468738;Préverenges;Lac
15;5270288;Préverenges;Lac
15;10756108;Préverenges;Lac
15;154964480;Préverenges;Lac
15;11215369;Préverenges;Lac
15;154964489;Préverenges;Lac
15;104127807;Préverenges;Lac
15;104127807;Préverenges;Lac
15;104252477;Préverenges;Lac
15;11017225;Préverenges;Lac
15;104252477;Préverenges;Lac
15;5135378;Préverenges;Lac
15;18863720;Préverenges;Lac
1;31091;UNIL;Lac
1;8993;UNIL;Lac
1;31042;UNIL;Lac
1;37428;UNIL;Lac
1;12662;UNIL;Lac
1;10886;UNIL;Lac
1;18615;UNIL;Lac
1;31043;UNIL;Lac
1;8954;UNIL;Lac
1;11975;UNIL;Lac
1;59715;UNIL;Lac
1;59714;UNIL;Lac
1;9873739;UNIL;Lac
1;29191742;UNIL;Lac
1;6674430;UNIL;Lac
1;9869666;UNIL;Lac
1;23525754;UNIL;Lac
1;164252587;UNIL;Lac
1;100744989;UNIL;Lac
1;164252588;UNIL;Lac
1;164264211;UNIL;Lac
1;164264212;UNIL;Lac
1;62720707;UNIL;Lac
1;30068247;UNIL;Lac
1;30068227;UNIL;Lac
1;30068267;UNIL;Lac
1;17049607;UNIL;Lac
1;5148165;UNIL;Lac
1;30068257;UNIL;Lac
1;18864133;UNIL;Lac
1;18386692;UNIL;Lac
1;18386689;UNIL;Lac
1;18864130;UNIL;Lac
1;5123072;UNIL;Lac
1;5124881;UNIL;Lac
1;10832644;UNIL;Lac
1;11017225;UNIL;Lac
1;158035712;UNIL;Lac
1;154971906;UNIL;Lac
2;31091;UNIL;Lac
2;31042;UNIL;Lac
2;31043;UNIL;Lac
2;12662;UNIL;Lac
2;8993;UNIL;Lac
2;8954;UNIL;Lac
2;10886;UNIL;Lac
2;15647;UNIL;Lac
2;31092;UNIL;Lac
2;9873739;UNIL;Lac
2;29204580;UNIL;Lac
2;9869666;UNIL;Lac
2;6674430;UNIL;Lac
2;164235580;UNIL;Lac
2;23525754;UNIL;Lac
2;164252438;UNIL;Lac
2;6630259;UNIL;Lac
2;100745824;UNIL;Lac
2;30068247;UNIL;Lac
2;17049607;UNIL;Lac
2;30068257;UNIL;Lac
2;18864133;UNIL;Lac
2;18386692;UNIL;Lac
2;18386689;UNIL;Lac
2;18864130;UNIL;Lac
2;5123072;UNIL;Lac
2;154970130;UNIL;Lac
2;17049604;UNIL;Lac
2;158035712;UNIL;Lac
2;16889449;UNIL;Lac
3;31091;UNIL;Lac
3;31042;UNIL;Lac
3;31041;UNIL;Lac
3;31043;UNIL;Lac
3;12662;UNIL;Lac
3;8954;UNIL;Lac
3;8993;UNIL;Lac
3;15647;UNIL;Lac
3;31092;UNIL;Lac
3;24078;UNIL;Lac
3;59715;UNIL;Lac
3;59714;UNIL;Lac
3;9873739;UNIL;Lac
3;9869666;UNIL;Lac
3;29204580;UNIL;Lac
3;6674430;UNIL;Lac
3;164235580;UNIL;Lac
3;23525754;UNIL;Lac
3;164235740;UNIL;Lac
3;6630259;UNIL;Lac
3;100744989;UNIL;Lac
3;62720707;UNIL;Lac
3;30068247;UNIL;Lac
3;30068227;UNIL;Lac
3;30068267;UNIL;Lac
3;17049607;UNIL;Lac
3;5121286;UNIL;Lac
3;30068257;UNIL;Lac
3;18386692;UNIL;Lac
3;18386689;UNIL;Lac
3;17049604;UNIL;Lac
3;5148177;UNIL;Lac
3;5279505;UNIL;Lac
3;5124881;UNIL;Lac
3;158035712;UNIL;Lac
3;16889449;UNIL;Lac
4;31091;UNIL;Lac
4;31042;UNIL;Lac
4;31041;UNIL;Lac
4;31043;UNIL;Lac
4;8993;UNIL;Lac
4;12662;UNIL;Lac
4;37428;UNIL;Lac
4;15647;UNIL;Lac
4;10886;UNIL;Lac
4;33426;UNIL;Lac
4;59715;UNIL;Lac
4;59714;UNIL;Lac
4;59718;UNIL;Lac
4;9873739;UNIL;Lac
4;9869666;UNIL;Lac
4;29204580;UNIL;Lac
4;6674430;UNIL;Lac
4;23525754;UNIL;Lac
4;6630259;UNIL;Lac
4;100745824;UNIL;Lac
4;30068247;UNIL;Lac
4;30068227;UNIL;Lac
4;17049607;UNIL;Lac
4;5121286;UNIL;Lac
4;18386692;UNIL;Lac
4;18864133;UNIL;Lac
4;30068257;UNIL;Lac
4;5123072;UNIL;Lac
4;5279505;UNIL;Lac
4;5124881;UNIL;Lac
4;5121290;UNIL;Lac
4;11017225;UNIL;Lac
4;10832644;UNIL;Lac
4;16889449;UNIL;Lac
5;31042;UNIL;Lac
5;31091;UNIL;Lac
5;31043;UNIL;Lac
5;31041;UNIL;Lac
5;8993;UNIL;Lac
5;8954;UNIL;Lac
5;33426;UNIL;Lac
5;18606;UNIL;Lac
5;52305;UNIL;Lac
5;18625;UNIL;Lac
5;18957;UNIL;Lac
5;59714;UNIL;Lac
5;9873739;UNIL;Lac
5;9869666;UNIL;Lac
5;29204580;UNIL;Lac
5;6674430;UNIL;Lac
5;164238447;UNIL;Lac
5;164238462;UNIL;Lac
5;6630259;UNIL;Lac
5;164264211;UNIL;Lac
5;100744989;UNIL;Lac
5;62720707;UNIL;Lac
5;30068247;UNIL;Lac
5;30068227;UNIL;Lac
5;30068267;UNIL;Lac
5;17049607;UNIL;Lac
5;154969862;UNIL;Lac
5;18386692;UNIL;Lac
5;30068257;UNIL;Lac
5;18386689;UNIL;Lac
5;18864130;UNIL;Lac
5;5123072;UNIL;Lac
5;5279505;UNIL;Lac
5;5121290;UNIL;Lac
5;11017225;UNIL;Lac
5;10832644;UNIL;Lac
5;16889449;UNIL;Lac
6;31042;UNIL;Lac
6;31091;UNIL;Lac
6;31043;UNIL;Lac
6;8993;UNIL;Lac
6;12662;UNIL;Lac
6;8954;UNIL;Lac
6;15647;UNIL;Lac
6;17397;UNIL;Lac
6;37428;UNIL;Lac
6;24078;UNIL;Lac
6;59714;UNIL;Lac
6;59715;UNIL;Lac
6;9873739;UNIL;Lac
6;9869666;UNIL;Lac
6;29204580;UNIL;Lac
6;6674430;UNIL;Lac
6;164235580;UNIL;Lac
6;6630259;UNIL;Lac
6;100745824;UNIL;Lac
6;164248889;UNIL;Lac
6;30068227;UNIL;Lac
6;5148165;UNIL;Lac
6;17049607;UNIL;Lac
6;18864133;UNIL;Lac
6;18386692;UNIL;Lac
6;30068257;UNIL;Lac
6;18864130;UNIL;Lac
6;18386689;UNIL;Lac
6;5123072;UNIL;Lac
6;5279489;UNIL;Lac
6;154970130;UNIL;Lac
6;11017225;UNIL;Lac
6;16889449;UNIL;Lac
7;31042;UNIL;Lac
7;31091;UNIL;Lac
7;31043;UNIL;Lac
7;31041;UNIL;Lac
7;8954;UNIL;Lac
7;12662;UNIL;Lac
7;10886;UNIL;Lac
7;23667;UNIL;Lac
7;31092;UNIL;Lac
7;52305;UNIL;Lac
7;59718;UNIL;Lac
7;59714;UNIL;Lac
7;59715;UNIL;Lac
7;9873739;UNIL;Lac
7;9869666;UNIL;Lac
7;29204580;UNIL;Lac
7;6674430;UNIL;Lac
7;164238382;UNIL;Lac
7;6630259;UNIL;Lac
7;100744989;UNIL;Lac
7;30068247;UNIL;Lac
7;30068227;UNIL;Lac
7;30068267;UNIL;Lac
7;17049607;UNIL;Lac
7;18386692;UNIL;Lac
7;18864133;UNIL;Lac
7;30068257;UNIL;Lac
7;18386689;UNIL;Lac
7;5123072;UNIL;Lac
7;154970130;UNIL;Lac
7;11017225;UNIL;Lac
7;5121290;UNIL;Lac
7;10832644;UNIL;Lac
7;16889449;UNIL;Lac
8;31091;UNIL;Lac
8;31042;UNIL;Lac
8;31043;UNIL;Lac
8;31041;UNIL;Lac
8;12662;UNIL;Lac
8;8954;UNIL;Lac
8;8993;UNIL;Lac
8;10886;UNIL;Lac
8;15647;UNIL;Lac
8;17397;UNIL;Lac
8;18606;UNIL;Lac
8;12498;UNIL;Lac
8;24311;UNIL;Lac
8;31092;UNIL;Lac
8;59718;UNIL;Lac
8;59714;UNIL;Lac
8;59715;UNIL;Lac
8;9873739;UNIL;Lac
8;9869666;UNIL;Lac
8;29204580;UNIL;Lac
8;6674430;UNIL;Lac
8;164252437;UNIL;Lac
8;6630259;UNIL;Lac
8;164252438;UNIL;Lac
8;100745824;UNIL;Lac
8;30068247;UNIL;Lac
8;30068227;UNIL;Lac
8;17049607;UNIL;Lac
8;5148165;UNIL;Lac
8;30068257;UNIL;Lac
8;18386689;UNIL;Lac
8;5279489;UNIL;Lac
8;5149441;UNIL;Lac
8;5149457;UNIL;Lac
8;5124881;UNIL;Lac
8;5279505;UNIL;Lac
8;11017225;UNIL;Lac
8;5121290;UNIL;Lac
8;16889449;UNIL;Lac
9;31091;UNIL;Lac
9;31042;UNIL;Lac
9;31043;UNIL;Lac
9;31041;UNIL;Lac
9;8993;UNIL;Lac
9;8954;UNIL;Lac
9;12662;UNIL;Lac
9;10886;UNIL;Lac
9;33426;UNIL;Lac
9;12498;UNIL;Lac
9;15647;UNIL;Lac
9;37428;UNIL;Lac
9;18615;UNIL;Lac
9;18625;UNIL;Lac
9;17489;UNIL;Lac
9;59718;UNIL;Lac
9;59715;UNIL;Lac
9;9873739;UNIL;Lac
9;9869666;UNIL;Lac
9;29191742;UNIL;Lac
9;6674430;UNIL;Lac
9;164252437;UNIL;Lac
9;6630259;UNIL;Lac
9;100745824;UNIL;Lac
9;30068247;UNIL;Lac
9;30068227;UNIL;Lac
9;30068267;UNIL;Lac
9;5148165;UNIL;Lac
9;17049607;UNIL;Lac
9;18864133;UNIL;Lac
9;18386692;UNIL;Lac
9;18386689;UNIL;Lac
9;30068257;UNIL;Lac
9;5149441;UNIL;Lac
9;5149457;UNIL;Lac
9;5279505;UNIL;Lac
9;5124881;UNIL;Lac
9;17049604;UNIL;Lac
9;158035712;UNIL;Lac
9;16889449;UNIL;Lac
10;31042;UNIL;Lac
10;31091;UNIL;Lac
10;31043;UNIL;Lac
10;31041;UNIL;Lac
10;8954;UNIL;Lac
10;12662;UNIL;Lac
10;10886;UNIL;Lac
10;24077;UNIL;Lac
10;15617;UNIL;Lac
10;17397;UNIL;Lac
10;31072;UNIL;Lac
10;52305;UNIL;Lac
10;18968;UNIL;Lac
10;59718;UNIL;Lac
10;59714;UNIL;Lac
10;9873739;UNIL;Lac
10;9869666;UNIL;Lac
10;29204580;UNIL;Lac
10;6674430;UNIL;Lac
10;6630259;UNIL;Lac
10;164235580;UNIL;Lac
10;164252438;UNIL;Lac
10;164264211;UNIL;Lac
10;100745824;UNIL;Lac
10;30068227;UNIL;Lac
10;17049607;UNIL;Lac
10;5148165;UNIL;Lac
10;17065225;UNIL;Lac
10;18864133;UNIL;Lac
10;18386692;UNIL;Lac
10;18386689;UNIL;Lac
10;30068257;UNIL;Lac
10;5123072;UNIL;Lac
10;5279489;UNIL;Lac
10;154970130;UNIL;Lac
10;11017225;UNIL;Lac
10;158035712;UNIL;Lac
10;16889449;UNIL;Lac
11;31042;UNIL;Lac
11;31091;UNIL;Lac
11;31043;UNIL;Lac
11;31072;UNIL;Lac
11;10886;UNIL;Lac
11;15617;UNIL;Lac
11;8954;UNIL;Lac
11;17397;UNIL;Lac
11;24077;UNIL;Lac
11;52305;UNIL;Lac
11;15613;UNIL;Lac
11;18957;UNIL;Lac
11;59718;UNIL;Lac
11;59714;UNIL;Lac
11;59715;UNIL;Lac
11;31653;UNIL;Lac
11;9873739;UNIL;Lac
11;9869666;UNIL;Lac
11;29204580;UNIL;Lac
11;6674430;UNIL;Lac
11;164252437;UNIL;Lac
11;164252438;UNIL;Lac
11;6630259;UNIL;Lac
11;164235580;UNIL;Lac
11;164235740;UNIL;Lac
11;164269959;UNIL;Lac
11;100745824;UNIL;Lac
11;30068247;UNIL;Lac
11;17049607;UNIL;Lac
11;18386689;UNIL;Lac
11;30068257;UNIL;Lac
11;5123072;UNIL;Lac
11;10031111;UNIL;Lac
11;154970130;UNIL;Lac
11;158035712;UNIL;Lac
12;31091;UNIL;Lac
12;31042;UNIL;Lac
12;31043;UNIL;Lac
12;8954;UNIL;Lac
12;12662;UNIL;Lac
12;31072;UNIL;Lac
12;10886;UNIL;Lac
12;17397;UNIL;Lac
12;24077;UNIL;Lac
12;15647;UNIL;Lac
12;23667;UNIL;Lac
12;18968;UNIL;Lac
12;15652;UNIL;Lac
12;18957;UNIL;Lac
12;59718;UNIL;Lac
12;59714;UNIL;Lac
12;59715;UNIL;Lac
12;9873739;UNIL;Lac
12;9869666;UNIL;Lac
12;29204580;UNIL;Lac
12;6674430;UNIL;Lac
12;164252437;UNIL;Lac
12;164235580;UNIL;Lac
12;164252438;UNIL;Lac
12;6630259;UNIL;Lac
12;100745824;UNIL;Lac
12;62720707;UNIL;Lac
12;30068247;UNIL;Lac
12;30068227;UNIL;Lac
12;17049607;UNIL;Lac
12;18386689;UNIL;Lac
12;30068257;UNIL;Lac
12;10031111;UNIL;Lac
12;17049604;UNIL;Lac
12;158035712;UNIL;Lac
12;158035730;UNIL;Lac
12;154965504;UNIL;Lac
12;16889449;UNIL;Lac
13;31091;UNIL;Lac
13;31042;UNIL;Lac
13;31041;UNIL;Lac
13;31043;UNIL;Lac
13;12662;UNIL;Lac
13;8954;UNIL;Lac
13;10886;UNIL;Lac
13;17397;UNIL;Lac
13;31072;UNIL;Lac
13;15647;UNIL;Lac
13;52305;UNIL;Lac
13;23667;UNIL;Lac
13;15652;UNIL;Lac
13;18957;UNIL;Lac
13;59718;UNIL;Lac
13;59714;UNIL;Lac
13;59715;UNIL;Lac
13;31653;UNIL;Lac
13;9873739;UNIL;Lac
13;9869666;UNIL;Lac
13;29204580;UNIL;Lac
13;6674430;UNIL;Lac
13;164252437;UNIL;Lac
13;6630259;UNIL;Lac
13;100745824;UNIL;Lac
13;30068247;UNIL;Lac
13;30068227;UNIL;Lac
13;30068267;UNIL;Lac
13;17049607;UNIL;Lac
13;5148165;UNIL;Lac
13;18386692;UNIL;Lac
13;30068257;UNIL;Lac
13;18386689;UNIL;Lac
13;18864130;UNIL;Lac
13;158035730;UNIL;Lac
13;158035712;UNIL;Lac
13;11017225;UNIL;Lac
13;154965504;UNIL;Lac
13;10864397;UNIL;Lac
13;10432257;UNIL;Lac
14;31091;UNIL;Lac
14;31042;UNIL;Lac
14;31043;UNIL;Lac
14;21835;UNIL;Lac
14;18606;UNIL;Lac
14;15617;UNIL;Lac
14;8993;UNIL;Lac
14;12662;UNIL;Lac
14;31072;UNIL;Lac
14;10886;UNIL;Lac
14;37428;UNIL;Lac
14;52305;UNIL;Lac
14;23667;UNIL;Lac
14;12498;UNIL;Lac
14;18625;UNIL;Lac
14;18957;UNIL;Lac
14;15675;UNIL;Lac
14;59718;UNIL;Lac
14;59714;UNIL;Lac
14;59715;UNIL;Lac
14;31653;UNIL;Lac
14;9873739;UNIL;Lac
14;9869666;UNIL;Lac
14;29189579;UNIL;Lac
14;100782679;UNIL;Lac
14;6674430;UNIL;Lac
14;164252437;UNIL;Lac
14;23525754;UNIL;Lac
14;6630259;UNIL;Lac
14;164264212;UNIL;Lac
14;164252438;UNIL;Lac
14;164264211;UNIL;Lac
14;100744989;UNIL;Lac
14;62720707;UNIL;Lac
14;30068247;UNIL;Lac
14;30068227;UNIL;Lac
14;30068267;UNIL;Lac
14;5148165;UNIL;Lac
14;17049607;UNIL;Lac
14;18864133;UNIL;Lac
14;18386692;UNIL;Lac
14;30068257;UNIL;Lac
14;18386689;UNIL;Lac
14;5123072;UNIL;Lac
14;154970130;UNIL;Lac
14;154971915;UNIL;Lac
14;154971906;UNIL;Lac
14;11017225;UNIL;Lac
14;158035712;UNIL;Lac
14;16889449;UNIL;Lac
15;31042;UNIL;Lac
15;15617;UNIL;Lac
15;8993;UNIL;Lac
15;12662;UNIL;Lac
15;31043;UNIL;Lac
15;13629;UNIL;Lac
15;8954;UNIL;Lac
15;18625;UNIL;Lac
15;15613;UNIL;Lac
15;52305;UNIL;Lac
15;59718;UNIL;Lac
15;59714;UNIL;Lac
15;24263;UNIL;Lac
15;59715;UNIL;Lac
15;9873739;UNIL;Lac
15;9869666;UNIL;Lac
15;29189579;UNIL;Lac
15;6646931;UNIL;Lac
15;100782679;UNIL;Lac
15;164252620;UNIL;Lac
15;164252437;UNIL;Lac
15;23525754;UNIL;Lac
15;164235580;UNIL;Lac
15;6630539;UNIL;Lac
15;100744989;UNIL;Lac
15;62720707;UNIL;Lac
15;30068247;UNIL;Lac
15;30068267;UNIL;Lac
15;5148165;UNIL;Lac
15;17049607;UNIL;Lac
15;18386692;UNIL;Lac
15;18386689;UNIL;Lac
15;30068257;UNIL;Lac
15;5123072;UNIL;Lac
15;154970130;UNIL;Lac
15;154971906;UNIL;Lac
15;11017225;UNIL;Lac
15;10832644;UNIL;Lac
15;158035712;UNIL;Lac
15;16889449;UNIL;Lac
1;29571;Forel;Campagne
1;30102;Forel;Campagne
1;12242;Forel;Campagne
1;16927;Forel;Campagne
1;12241;Forel;Campagne
1;3672;Forel;Campagne
1;16963;Forel;Campagne
1;9148;Forel;Campagne
1;18615;Forel;Campagne
1;30103;Forel;Campagne
1;7434;Forel;Campagne
1;7991959;Forel;Campagne
1;29210636;Forel;Campagne
1;9861816;Forel;Campagne
1;3309973;Forel;Campagne
1;164252425;Forel;Campagne
1;23469463;Forel;Campagne
1;23501660;Forel;Campagne
1;5223172;Forel;Campagne
1;17421575;Forel;Campagne
1;5222917;Forel;Campagne
1;4416023;Forel;Campagne
1;30032406;Forel;Campagne
1;30032406;Forel;Campagne
1;17421569;Forel;Campagne
1;5222913;Forel;Campagne
1;10993156;Forel;Campagne
1;5223168;Forel;Campagne
1;154965251;Forel;Campagne
1;30032386;Forel;Campagne
1;4416003;Forel;Campagne
1;30032386;Forel;Campagne
1;30032426;Forel;Campagne
1;30032426;Forel;Campagne
1;5223184;Forel;Campagne
1;5199376;Forel;Campagne
2;29571;Forel;Campagne
2;12242;Forel;Campagne
2;30102;Forel;Campagne
2;16927;Forel;Campagne
2;12241;Forel;Campagne
2;23281;Forel;Campagne
2;30103;Forel;Campagne
2;16963;Forel;Campagne
2;31142;Forel;Campagne
2;18615;Forel;Campagne
2;7991959;Forel;Campagne
2;29210636;Forel;Campagne
2;3325173;Forel;Campagne
2;164252427;Forel;Campagne
2;164252426;Forel;Campagne
2;3309973;Forel;Campagne
2;23469463;Forel;Campagne
2;164252425;Forel;Campagne
2;23501660;Forel;Campagne
2;17421575;Forel;Campagne
2;5223172;Forel;Campagne
2;4416023;Forel;Campagne
2;30032406;Forel;Campagne
2;30032406;Forel;Campagne
2;10993156;Forel;Campagne
2;5222913;Forel;Campagne
2;5223168;Forel;Campagne
2;17421569;Forel;Campagne
2;4416003;Forel;Campagne
2;154965251;Forel;Campagne
2;10993162;Forel;Campagne
2;5223184;Forel;Campagne
3;29571;Forel;Campagne
3;30102;Forel;Campagne
3;12242;Forel;Campagne
3;16927;Forel;Campagne
3;30103;Forel;Campagne
3;12241;Forel;Campagne
3;23281;Forel;Campagne
3;3672;Forel;Campagne
3;16963;Forel;Campagne
3;18615;Forel;Campagne
3;9148;Forel;Campagne
3;7991959;Forel;Campagne
3;29210636;Forel;Campagne
3;3325173;Forel;Campagne
3;164252426;Forel;Campagne
3;3309973;Forel;Campagne
3;23469463;Forel;Campagne
3;23501660;Forel;Campagne
3;17421575;Forel;Campagne
3;5223172;Forel;Campagne
3;30032406;Forel;Campagne
3;4470295;Forel;Campagne
3;4416023;Forel;Campagne
3;30032406;Forel;Campagne
3;10993156;Forel;Campagne
3;5222913;Forel;Campagne
3;5223168;Forel;Campagne
3;17421569;Forel;Campagne
3;4416003;Forel;Campagne
3;154965251;Forel;Campagne
